1000	1111.058848	25.839572
2000	2805.745277	26.416630
3000	3666.858335	24.506690
4000	6029.187236	25.426884
5000	8893.666886	24.957694
6000	11809.646128	27.698467
7000	13895.940863	25.654038
8000	19806.246942	25.805775
9000	23219.718705	27.091937
10000	26613.615719	26.868738
11000	28985.463186	26.478367
12000	28737.945306	31.510679
13000	40476.437607	27.502302
14000	37446.625395	27.851557
15000	44885.847502	27.329342
16000	44410.960458	26.991065
17000	55556.715781	30.773527
18000	48680.109188	29.514195
19000	78912.477129	28.070139
20000	77147.945915	28.045162
