1000	5164.257114	24.347226
2000	8695.868239	23.583084
3000	14033.961868	28.132744
4000	9421.913493	23.962503
5000	24904.198370	23.823764
6000	13323.772914	23.890942
7000	30080.414813	24.148489
8000	17651.591525	24.034225
9000	22667.279892	24.903896
10000	41178.885735	23.838181
11000	25198.161550	24.175799
12000	21790.816493	24.150423
13000	69527.767325	24.448838
14000	42585.768575	25.061129
15000	70948.354364	24.321534
16000	48632.679373	23.687396
17000	40003.171570	24.152886
18000	38555.171697	23.939368
19000	79931.082952	28.917869
20000	109253.476383	24.345441
21000	48250.812927	23.624888
