1000	251.340278	279.550000
2000	210.915115	346.724138
3000	208.259107	253.814815
4000	199.838737	297.971429
5000	207.550006	366.771429
6000	212.911236	318.611111
7000	201.618237	275.880000
8000	189.117539	295.272727
9000	538.051862	338.965517
10000	218.509054	362.692308
11000	209.741249	308.647059
12000	293.163400	287.735294
13000	206.362931	396.548387
14000	215.637547	380.085714
15000	195.589813	321.454545
16000	210.383993	396.100000
17000	207.251486	324.840000
18000	315.764365	344.786885
19000	233.865213	448.696970
20000	220.958596	328.576923
21000	210.612252	307.285714
