1000	194.181448	283.647059
2000	201.622543	261.813559
3000	233.605616	313.245283
4000	211.952700	275.380000
5000	217.643631	354.529412
6000	208.441736	290.596774
7000	223.651345	296.813953
8000	321.188842	320.137255
9000	305.184964	301.666667
10000	246.939112	324.888889
11000	213.651165	283.979592
12000	238.269851	339.850000
13000	219.349317	320.982143
14000	198.886374	297.934783
15000	218.769996	356.820000
16000	238.071791	311.842105
17000	223.059739	360.714286
18000	790.702051	463.098039
19000	261.918305	282.327273
20000	245.386556	365.677966
