1000	1041.414180	24.366310
2000	2213.772766	24.358826
3000	3770.275930	24.564080
4000	5832.214732	24.661837
5000	8230.894878	24.903963
6000	9931.311261	25.177407
7000	14289.900431	26.616660
8000	19018.605800	25.985394
9000	21813.582220	29.871665
10000	25754.972292	26.442004
11000	28371.270608	26.775388
12000	29982.728070	31.111260
13000	39510.845732	26.756785
14000	37356.585742	26.649592
15000	43941.808818	26.920419
16000	42810.471030	27.040485
17000	55832.933888	27.911355
18000	48757.538445	27.053057
19000	69090.418738	28.041181
20000	75614.660046	27.217993
