1000	193.596967	222.400000
2000	197.000163	326.310345
3000	197.369366	240.888889
4000	275.941929	329.035714
5000	200.697086	351.857143
6000	202.885797	327.111111
7000	205.660288	292.220000
8000	194.010581	308.727273
9000	279.337811	290.965517
10000	227.286437	374.461538
11000	229.082697	348.764706
12000	199.876824	289.264706
13000	212.084259	410.290323
14000	226.424630	455.885714
15000	203.858435	332.909091
16000	226.713201	418.600000
17000	210.565227	330.800000
18000	317.541373	353.016393
19000	257.572365	444.606061
20000	212.430046	324.153846
21000	214.246366	298.928571
