1000	5346.994919	24.411837
2000	8624.904300	23.662338
3000	14322.241634	23.639278
4000	8981.994905	24.360859
5000	25269.497326	23.765489
6000	13376.438317	23.761945
7000	30169.284604	24.442728
8000	17897.092771	24.038462
9000	23007.024561	26.700170
10000	41192.204875	23.768771
11000	25269.246192	23.801768
12000	21719.925381	23.928767
13000	70491.500812	24.969456
14000	42859.060148	24.225597
15000	72269.868996	24.015585
16000	49338.584702	23.579142
17000	40293.325948	25.771424
18000	38134.194544	23.868735
19000	80203.803601	23.673686
20000	109963.777700	26.547574
21000	49195.587233	23.765508
