2	0.00000000
102	0.03600000
202	0.07700000
302	0.12900000
402	0.16600000
502	0.22000000
602	0.25200000
702	0.29800000
802	0.33500000
902	0.38700000
1002	0.41300000
1102	0.47700000
1202	0.48900000
1302	0.57800000
1402	0.58800000
1502	0.62100000
1602	0.67600000
1702	0.69800000
1802	0.82600000
1902	0.79200000
2002	0.83300000
2102	0.87800000
2202	0.91500000
2302	0.95100000
2402	1.00200000
2502	1.02000000
2602	1.10800000
2702	1.08500000
2802	1.17000000
2902	1.25600000
3002	1.25300000
3102	1.21600000
3202	1.23600000
3302	1.33300000
3402	1.36400000
3502	1.37000000
3602	1.43200000
3702	1.47300000
3802	1.48200000
3902	1.54900000
4002	1.69400000
4102	1.63000000
4202	1.65500000
4302	1.75000000
4402	1.71200000
4502	1.92000000
4602	1.95300000
4702	1.83300000
4802	2.12100000
4902	2.10200000
5002	2.04000000
5102	1.99900000
5202	2.18400000
5302	2.10300000
5402	2.25200000
5502	2.27300000
5602	2.27900000
5702	2.65800000
5802	2.27500000
5902	2.26800000
6002	2.51900000
6102	2.41200000
6202	2.47800000
6302	2.52900000
6402	2.75900000
6502	2.52700000
6602	3.20400000
6702	2.71000000
6802	3.38500000
6902	2.81400000
7002	2.85600000
7102	3.47400000
7202	3.42700000
7302	3.51800000
7402	3.02000000
7502	3.03100000
7602	3.17100000
7702	3.06100000
7802	3.06300000
7902	3.15900000
8002	3.14700000
8102	3.27600000
8202	3.25700000
8302	3.30200000
8402	3.47800000
8502	3.29000000
8602	3.49500000
8702	3.84200000
8802	3.97300000
8902	3.54800000
9002	3.68500000
9102	3.57400000
9202	4.08000000
9302	3.82500000
9402	4.23900000
9502	3.91800000
9602	3.80200000
9702	4.00100000
9802	3.87300000
9902	4.45600000
