1000	215.654307	233.100000
2000	212.052461	342.551724
3000	219.107763	257.555556
4000	199.084384	275.357143
5000	207.941537	367.971429
6000	208.997364	331.722222
7000	223.482488	301.480000
8000	201.729841	324.363636
9000	290.118705	291.724138
10000	221.506084	373.730769
11000	212.853457	311.176471
12000	193.407296	281.029412
13000	206.768009	398.516129
14000	222.551172	375.914286
15000	232.088039	358.863636
16000	253.545945	464.266667
17000	212.503390	317.360000
18000	322.399916	334.344262
19000	226.656545	445.090909
20000	225.400978	321.807692
21000	211.306808	303.238095
