2	0.00100000
102	0.08300000
202	0.11000000
302	0.29300000
402	0.27200000
502	0.32800000
602	0.47500000
702	0.44200000
802	0.87700000
902	1.09300000
1002	0.63000000
1102	0.66500000
1202	0.99500000
1302	2.06600000
1402	2.36800000
1502	1.24400000
1602	0.78600000
1702	2.91800000
1802	1.17800000
1902	2.95700000
2002	2.12600000
2102	1.47700000
2202	0.92200000
2302	3.21200000
2402	4.43900000
2502	5.07800000
2602	5.37200000
2702	2.52600000
2802	6.32600000
2902	3.94200000
3002	6.13500000
3102	7.31600000
3202	3.31500000
3302	1.87900000
3402	1.69100000
3502	6.30500000
3602	3.29500000
3702	11.73700000
3802	6.14100000
3902	2.34300000
4002	14.67500000
4102	5.42100000
4202	16.80700000
4302	10.03500000
4402	17.17300000
4502	18.49700000
4602	17.75500000
4702	19.57900000
4802	4.80400000
4902	21.06700000
5002	4.72900000
5102	22.86900000
5202	25.71900000
5302	10.09300000
5402	23.60300000
5502	18.05800000
5602	7.86700000
5702	16.30600000
5802	17.74000000
5902	31.50300000
6002	34.32800000
6102	11.64900000
6202	36.54000000
6302	36.97000000
6402	32.14300000
6502	17.63500000
6602	33.11800000
6702	15.08300000
6802	20.71700000
6902	47.15100000
7002	48.38100000
7102	43.33900000
7202	50.74100000
7302	30.43200000
7402	35.35200000
7502	3.81500000
7602	32.42500000
7702	39.84300000
7802	55.34300000
7902	26.75500000
8002	36.04800000
8102	22.22300000
8202	55.63400000
8302	56.57500000
8402	8.40600000
8502	39.44300000
8602	49.49900000
8702	80.95000000
8802	6.31900000
8902	29.93300000
9002	15.89100000
9102	75.54100000
9202	51.16700000
9302	61.06500000
9402	98.96200000
9502	96.34900000
9602	40.73600000
9702	43.03600000
9802	107.04000000
9902	108.49600000
