1000	5973.607724	24.860419
2000	8926.601248	23.681652
3000	14150.126459	23.876939
4000	8923.461720	24.017274
5000	24930.559460	23.752607
6000	13212.853094	23.604985
7000	30171.497301	30.254766
8000	17734.051401	23.852774
9000	23114.618893	23.765435
10000	41478.002581	25.221088
11000	25224.261885	25.078246
12000	21463.285909	28.441085
13000	70152.960181	24.528187
14000	42900.512383	26.690096
15000	72130.142107	24.460697
16000	48962.773542	23.838373
17000	41163.737859	25.419571
18000	38507.325320	24.296050
19000	79608.186001	25.019775
20000	109747.634038	24.874678
21000	48663.365563	23.847344
