1000	198.877612	217.700000
2000	199.723026	336.965517
3000	209.696612	242.259259
4000	191.305863	260.750000
5000	200.364183	345.885714
6000	203.456742	330.888889
7000	204.789571	288.880000
8000	197.431861	316.424242
9000	288.756126	282.862069
10000	220.415319	367.846154
11000	227.848083	312.735294
12000	202.964349	295.735294
13000	212.575830	403.258065
14000	213.211090	361.800000
15000	213.420287	343.636364
16000	213.664790	402.166667
17000	211.194971	315.440000
18000	344.684210	349.475410
19000	294.157290	438.939394
20000	213.655559	327.038462
21000	219.599937	300.642857
