1000	203.538736	215.600000
2000	302.873287	469.586207
3000	201.522117	242.518519
4000	190.489471	266.357143
5000	195.481920	344.800000
6000	204.588660	326.333333
7000	200.846267	274.540000
8000	195.786761	304.818182
9000	268.863574	276.379310
10000	222.291355	366.346154
11000	210.233253	309.500000
12000	194.153094	281.235294
13000	208.032757	402.193548
14000	219.401825	367.571429
15000	196.384852	322.818182
16000	221.729877	419.333333
17000	215.013109	333.120000
18000	323.122877	332.278689
19000	227.417962	444.818182
20000	211.889800	316.076923
21000	219.100501	319.666667
