1000	5105.060976	27.907275
2000	8246.997226	23.545455
3000	14270.449416	24.383567
4000	9751.366461	25.331999
5000	25150.123759	24.718317
6000	13453.460222	24.496900
7000	30039.279421	25.116869
8000	18143.140118	24.171918
9000	23126.737652	23.865316
10000	41386.283154	23.776850
11000	26020.048452	23.912848
12000	21948.384725	23.825705
13000	70693.103905	25.211908
14000	43261.916854	25.226200
15000	71650.995438	24.425714
16000	48994.730408	23.805947
17000	39900.030840	24.511246
18000	38696.889514	25.553854
19000	79326.761077	24.007527
20000	110140.873876	24.920794
21000	48554.506102	23.786826
