1000	1038.521293	24.297683
2000	2920.568256	28.938639
3000	3840.462058	24.753494
4000	5810.882965	24.746545
5000	7843.006475	24.833452
6000	10105.609113	25.206281
7000	13836.049616	25.792448
8000	20006.344596	26.891292
9000	21920.244964	26.211346
10000	25995.706967	27.286543
11000	29331.649864	26.698190
12000	28543.591880	26.637493
13000	41101.916499	26.614703
14000	37034.088890	26.787573
15000	43980.510165	26.875566
16000	43636.148115	27.808186
17000	55353.013823	26.968105
18000	49078.144777	27.074151
19000	68008.204326	27.215071
20000	74533.979357	27.189851
