1000	5237.776423	35.008138
2000	8586.899445	23.778055
3000	14398.213230	24.105575
4000	9334.774833	24.322098
5000	24952.224090	24.749540
6000	13499.260100	24.523161
7000	30495.262794	24.398502
8000	18352.010395	23.902621
9000	23233.118219	24.912707
10000	41305.906523	24.570063
11000	24540.422935	24.128416
12000	21622.186374	23.600611
13000	69911.248996	27.843060
14000	42916.320039	24.407816
15000	71720.101911	23.884857
16000	48763.354859	24.168846
17000	40172.799894	24.692805
18000	38111.868372	25.406766
19000	79415.397067	25.511393
20000	110384.223313	24.767021
21000	48801.843235	23.845673
