0	0.00005700
100	0.00049400
200	0.00047800
300	0.00077200
400	0.00077100
500	0.00061700
600	0.00085800
700	0.00082500
800	0.00084300
900	0.00077800
1000	0.00087700
1100	0.00090300
1200	0.00100300
1300	0.00116600
1400	0.00144400
1500	0.00121700
1600	0.00140600
1700	0.00126300
1800	0.00121900
1900	0.00137300
2000	0.00140300
2100	0.00158900
2200	0.00146300
2300	0.00204100
2400	0.00161600
2500	0.00164800
2600	0.00203600
2700	0.00202600
2800	0.00211400
2900	0.00206800
3000	0.00216300
3100	0.00217500
3200	0.00224000
3300	0.00237700
3400	0.00219700
3500	0.00221300
3600	0.00254500
3700	0.00243500
3800	0.00243400
3900	0.00257800
4000	0.00248400
4100	0.00259300
4200	0.00255200
4300	0.00256900
4400	0.00254800
4500	0.00269300
4600	0.00266800
4700	0.00266700
4800	0.00270800
4900	0.00279000
5000	0.00313000
5100	0.00266700
5200	0.00277400
5300	0.00317100
5400	0.00311300
5500	0.00303400
5600	0.00307800
5700	0.00323800
5800	0.00324300
5900	0.00322800
6000	0.00331800
6100	0.00331000
6200	0.00329200
6300	0.00338500
6400	0.00337900
6500	0.00351400
6600	0.00348700
6700	0.00348800
6800	0.00308600
6900	0.00368600
7000	0.00373700
7100	0.00376800
7200	0.00417700
7300	0.00368400
7400	0.00399000
7500	0.00396000
7600	0.00394100
7700	0.00399000
7800	0.00402600
7900	0.00402500
8000	0.00401400
8100	0.00406400
8200	0.00414200
8300	0.00418300
8400	0.00426600
8500	0.00469100
8600	0.00441900
8700	0.00444600
8800	0.00381200
8900	0.00468800
9000	0.00427500
9100	0.00518600
9200	0.00510000
9300	0.00500300
9400	0.00513900
9500	0.00491800
9600	0.00490300
9700	0.00497500
9800	0.00502000
9900	0.00506500
10000	0.00550900
