1000	194.126848	218.800000
2000	194.080158	327.551724
3000	204.440706	243.518519
4000	192.037047	264.642857
5000	223.183468	351.542857
6000	204.829205	321.222222
7000	206.301873	282.620000
8000	191.753270	301.121212
9000	273.590775	280.413793
10000	224.671413	375.788462
11000	222.471628	319.058824
12000	203.179888	300.676471
13000	232.178227	419.838710
14000	228.564118	456.971429
15000	197.256868	324.545455
16000	214.815275	405.533333
17000	206.253550	309.040000
18000	313.607713	337.098361
19000	234.419168	457.151515
20000	210.487752	317.730769
21000	210.963735	304.023810
