1000	196.228784	284.882353
2000	197.525567	253.627119
3000	219.892215	303.415094
4000	210.466776	280.640000
5000	210.943079	343.215686
6000	210.399919	291.225806
7000	206.103718	305.767442
8000	330.310303	354.901961
9000	312.698794	291.208333
10000	254.702556	321.518519
11000	216.400042	295.693878
12000	242.561295	344.616667
13000	229.994792	333.357143
14000	211.965749	323.586957
15000	211.079889	352.920000
16000	242.156294	311.342105
17000	216.332198	339.267857
18000	993.614455	570.568627
19000	389.280918	367.454545
20000	250.959957	403.542373
