1000	1640.558565	32.151515
2000	2435.111435	25.365496
3000	3484.822627	27.335415
4000	5930.705639	25.408605
5000	8177.634561	24.835237
6000	10281.440645	26.744307
7000	14007.455280	26.581834
8000	19776.826861	39.861635
9000	22165.020617	26.144401
10000	26082.208632	26.399500
11000	45466.783274	26.538274
12000	37356.263164	43.379549
13000	47322.597054	28.745998
14000	38239.874593	27.560666
15000	45273.017057	27.873541
16000	42631.248588	26.977775
17000	55602.058092	27.039567
18000	51320.632105	28.368970
19000	136153.018762	32.534176
20000	75267.053535	28.474404
