1000	303.146435	328.375000
2000	220.086409	313.645161
3000	233.238360	310.508772
4000	232.061412	325.184615
5000	223.600554	290.254545
6000	206.898592	361.285714
7000	225.531151	356.139535
8000	230.318072	323.914286
9000	335.549287	355.390244
10000	349.927428	345.506849
11000	207.409655	328.583333
12000	202.610279	258.649123
13000	263.129304	331.120000
14000	232.554815	342.605263
15000	222.611327	299.512195
16000	247.270117	323.721311
17000	230.186798	346.625000
18000	257.831514	326.074074
19000	211.501966	299.220000
20000	234.969075	390.229730
