1000	209.501402	238.450000
2000	214.128448	353.344828
3000	209.666158	258.518519
4000	198.456785	270.964286
5000	208.642063	361.714286
6000	231.742881	326.666667
7000	213.478394	294.640000
8000	242.527805	389.181818
9000	292.697377	294.034483
10000	245.858692	415.230769
11000	225.551621	330.735294
12000	194.045677	279.823529
13000	204.647222	401.741935
14000	214.805665	370.771429
15000	202.983556	320.500000
16000	218.164575	403.033333
17000	213.639540	310.480000
18000	309.303749	328.737705
19000	229.608620	435.969697
20000	219.082848	325.692308
21000	264.101925	364.285714
