1000	7188.223577	30.313687
2000	8678.072122	23.705295
3000	14729.856809	25.851932
4000	8824.978209	26.980619
5000	25115.196078	23.720525
6000	13404.316739	24.779210
7000	30080.561650	24.188788
8000	17807.301849	24.130809
9000	23167.496086	26.364277
10000	40939.099211	24.493640
11000	25114.115367	25.829368
12000	21554.732533	23.747024
13000	70139.173887	24.549963
14000	43785.908009	28.781714
15000	73924.015665	24.786583
16000	50059.424577	23.638728
17000	40274.583836	24.151503
18000	38111.347315	23.873540
19000	79251.395049	24.768382
20000	109675.262188	25.017955
21000	48219.364758	23.840599
