1000	238
2000	242
3000	224
4000	198
5000	169
6000	170
7000	211
8000	193
9000	205
10000	195
11000	208
12000	199
13000	218
14000	227
15000	206
16000	182
17000	209
18000	192
19000	205
20000	193
