1000	1258.629733	29.345811
2000	2512.480902	26.131169
3000	3938.029373	24.577163
4000	5909.981919	24.655595
5000	8314.492976	24.920207
6000	10256.482590	25.355410
7000	13691.287650	25.917209
8000	18971.097919	28.463262
9000	21925.549619	26.180799
10000	25593.998918	26.356907
11000	29311.284565	26.574397
12000	28998.491228	27.958026
13000	40967.320718	26.612436
14000	37940.381845	26.755869
15000	44011.765007	27.067012
16000	42488.794441	26.875866
17000	56120.248077	28.323945
18000	48819.468841	27.295265
19000	72544.589351	27.994453
20000	74948.418167	27.140222
