1000	153.582559	229.825000
2000	177.344765	259.018182
3000	187.586564	267.054054
4000	194.959998	267.850000
5000	190.917777	278.869565
6000	199.424327	282.033333
7000	201.250269	309.872727
8000	229.820972	276.301587
9000	200.669741	303.034483
10000	198.041819	299.509091
