1000	184.995285	271.294118
2000	239.798660	320.661017
3000	230.338243	318.584906
4000	215.740109	289.720000
5000	223.567277	363.098039
6000	218.501924	303.080645
7000	217.094384	319.930233
8000	341.196704	354.039216
9000	326.127364	310.854167
10000	261.875021	339.759259
11000	224.907162	310.367347
12000	254.552781	361.350000
13000	241.030769	344.160714
14000	213.677120	325.891304
15000	211.828952	361.120000
16000	234.834097	307.184211
17000	228.466224	343.732143
18000	795.660329	422.921569
19000	264.567070	293.127273
20000	242.511245	354.254237
