1000	1053.100585	24.409982
2000	2327.168329	24.468653
3000	3564.124840	24.470116
4000	5869.053417	28.812528
5000	8126.039933	24.795252
6000	10823.540343	25.357345
7000	13648.894213	25.713611
8000	19853.556336	26.006021
9000	22922.913487	27.951403
10000	26459.497257	27.139834
11000	28969.419503	26.566523
12000	28432.439930	26.583538
13000	40771.034949	26.715149
14000	38214.263086	28.975504
15000	43886.136542	27.140398
16000	42574.000705	28.754970
17000	56443.329645	27.789081
18000	48712.267530	27.344203
19000	70160.028017	28.311301
20000	74820.711134	27.148262
