1000	198.538417	294.411765
2000	204.816931	264.457627
3000	232.590677	314.264151
4000	215.788662	291.720000
5000	220.683554	357.509804
6000	213.734470	296.709677
7000	218.628963	321.906977
8000	341.200385	347.313725
9000	325.052298	311.541667
10000	267.799418	344.796296
11000	227.135239	299.183673
12000	247.330608	362.816667
13000	238.901209	350.750000
14000	192.982933	300.239130
15000	217.029856	356.280000
16000	236.577003	298.315789
17000	227.237888	350.303571
18000	791.554578	438.294118
19000	338.469253	364.618182
20000	255.092266	414.423729
