1000	1563.514934	37.490196
2000	2293.538997	24.370831
3000	3502.412051	28.790663
4000	5638.648812	31.306732
5000	9049.628006	24.895037
6000	10603.141991	25.328620
7000	15040.752664	26.808777
8000	19203.318378	26.856283
9000	22410.083483	28.110880
10000	27009.708057	28.002232
11000	29023.712104	27.576264
12000	28779.739262	27.853539
13000	39483.886322	26.748884
14000	37516.543613	28.611891
15000	44768.656298	28.760782
16000	44661.547099	29.052491
17000	56105.696906	28.087489
18000	49006.771306	27.038267
19000	69343.742563	27.996803
20000	76664.371441	28.132225
