1000	185.246878	278.676471
2000	331.009054	341.864407
3000	250.737926	654.301887
4000	200.861477	274.600000
5000	205.053308	339.392157
6000	208.255895	289.919355
7000	203.370106	313.697674
8000	362.358239	361.666667
9000	320.438555	304.291667
10000	253.261491	325.388889
11000	222.543912	302.551020
12000	247.349005	350.716667
13000	230.096017	335.928571
14000	199.223995	311.326087
15000	219.304970	364.840000
16000	241.464710	313.710526
17000	238.022733	367.589286
18000	778.235293	439.039216
19000	269.794644	281.781818
20000	239.216118	375.525424
