1000	5335.634146	24.429593
2000	8754.819001	23.718948
3000	14131.017899	23.640970
4000	8950.798539	23.912155
5000	24969.891520	24.839652
6000	13278.055983	24.184802
7000	30266.605485	24.399742
8000	17655.328399	24.090428
9000	24027.429420	24.816351
10000	41742.358710	23.764611
11000	25007.506794	24.521346
12000	21704.305680	25.481953
13000	69275.491156	23.887853
14000	42310.673046	23.599307
15000	70512.620675	24.663171
16000	48951.315987	23.756509
17000	40042.018610	24.345792
18000	38232.756351	24.656952
19000	80306.531931	25.242398
20000	110243.918007	24.789721
21000	49083.685128	23.898085
