1000	193.025484	286.176471
2000	193.850610	255.084746
3000	225.346834	308.792453
4000	210.092894	282.240000
5000	213.538977	345.745098
6000	216.544286	300.209677
7000	210.091925	314.651163
8000	359.182889	409.019608
9000	306.778224	298.375000
10000	246.580817	320.944444
11000	212.510333	290.489796
12000	236.416025	337.266667
13000	226.169651	322.232143
14000	191.834333	296.130435
15000	209.668972	356.640000
16000	277.633980	315.184211
17000	224.422229	352.785714
18000	822.002426	448.431373
19000	248.254670	278.600000
20000	314.919294	355.271186
