1000	1109.168334	25.166667
2000	2218.074688	24.278791
3000	3759.206087	24.506988
4000	7247.464451	25.641997
5000	7823.557799	25.037130
6000	11238.197604	25.338592
7000	14783.268644	25.736574
8000	21577.347202	25.938566
9000	22260.584160	26.184072
10000	26344.711103	27.239486
11000	27946.671523	26.529264
12000	28669.098428	27.837687
13000	39111.492783	26.649193
14000	37124.485260	27.257910
15000	45092.409334	30.917143
16000	42505.951991	26.988273
17000	54842.810443	26.987967
18000	49489.939524	27.993746
19000	68670.987334	27.074840
20000	74890.707704	27.919861
