1000	193.183677	222.600000
2000	193.485089	320.448276
3000	195.427836	241.888889
4000	183.904506	256.500000
5000	199.415791	336.285714
6000	199.196074	303.500000
7000	213.462470	291.860000
8000	201.790301	327.909091
9000	295.065436	289.655172
10000	236.371739	396.557692
11000	226.399712	328.941176
12000	214.080725	302.647059
13000	209.295971	414.870968
14000	220.865000	369.571429
15000	204.085562	323.409091
16000	219.988372	412.600000
17000	210.721615	323.600000
18000	319.722785	331.983607
19000	229.050817	429.393939
20000	217.778160	333.076923
21000	218.506236	310.023810
