2	0.00000000
102	0.03700000
202	0.09900000
302	0.11700000
402	0.17700000
502	0.21400000
602	0.27800000
702	0.28900000
802	0.35000000
902	0.40200000
1002	0.41300000
1102	0.45300000
1202	0.50000000
1302	0.55500000
1402	0.59900000
1502	0.62200000
1602	0.70200000
1702	0.72400000
1802	0.74800000
1902	0.79200000
2002	0.82700000
2102	1.04800000
2202	1.06500000
2302	1.08000000
2402	1.18800000
2502	1.26400000
2602	1.12300000
2702	1.13500000
2802	1.17100000
2902	1.23400000
3002	1.26400000
3102	1.29200000
3202	1.32900000
3302	1.35900000
3402	1.36100000
3502	1.42600000
3602	1.48800000
3702	1.57600000
3802	1.49100000
3902	1.56900000
4002	1.55200000
4102	1.61600000
4202	1.69000000
4302	1.67100000
4402	1.76400000
4502	1.80200000
4602	1.82000000
4702	1.84400000
4802	1.98400000
4902	2.06500000
5002	1.95800000
5102	2.13600000
5202	2.07100000
5302	2.09700000
5402	2.12000000
5502	2.14800000
5602	2.23200000
5702	2.24500000
5802	2.26400000
5902	2.38600000
6002	2.41800000
6102	2.42400000
6202	2.46100000
6302	2.47400000
6402	2.66200000
6502	2.55600000
6602	2.61300000
6702	2.66700000
6802	2.70800000
6902	2.71900000
7002	2.81700000
7102	2.76800000
7202	2.98300000
7302	2.89700000
7402	2.94900000
7502	3.00700000
7602	3.01100000
7702	3.02600000
7802	3.00500000
7902	3.13600000
8002	3.10500000
8102	3.36500000
8202	3.37800000
8302	3.34600000
8402	3.32400000
8502	3.37200000
8602	3.35000000
8702	3.35100000
8802	3.57600000
8902	3.50000000
9002	3.61500000
9102	3.62300000
9202	3.65700000
9302	3.65300000
9402	3.75400000
9502	3.82300000
9602	3.80700000
9702	4.54600000
9802	3.86000000
9902	3.81600000
