1000	5898.201220	27.393095
2000	9171.247573	26.527972
3000	16038.701556	26.927893
4000	9902.611245	26.812934
5000	28723.729310	26.553490
6000	15922.545898	26.841094
7000	33778.557979	27.432136
8000	20091.001448	36.844764
9000	24037.887989	26.896658
10000	41557.069247	23.674780
11000	25439.199581	32.964378
12000	21881.841443	28.772678
13000	70180.693326	25.280503
14000	43268.119331	23.726841
15000	70766.694268	23.969701
16000	49012.506207	23.614349
17000	40286.438674	27.905397
18000	43030.438704	23.878189
19000	79052.206099	23.823340
20000	110697.869317	24.706458
21000	49005.903446	24.389066
