1000	1041.453515	24.422460
2000	2276.375688	24.379280
3000	3672.052864	24.661314
4000	6051.945440	25.607891
5000	8214.725105	25.663870
6000	10170.427983	25.311654
7000	14444.549906	26.073989
8000	19138.706790	26.002787
9000	22423.652444	27.023108
10000	26689.806186	27.627556
11000	28692.516266	27.505479
12000	28300.262127	27.919402
13000	39327.750256	26.751632
14000	37856.405138	26.843646
15000	44359.959467	27.817131
16000	42465.640144	26.987157
17000	55347.853199	27.135884
18000	48695.586539	27.062190
19000	69157.134479	27.142159
20000	74842.724677	27.149111
