1000	167.170154	273.951220	1000	192.411595	241.351351	1000	202.670984	312.000000	1000	246.178698	264.093023	1000	182.921098	265.675676	1000	181.310042	261.515152	1000	194.867117	304.187500	1000	180.581100	259.838710	1000	785.969076	258.550000	1000	178.194836	231.969697	1000	198.319018	260.586207	1000	178.779091	231.648649	1000	175.127108	226.368421	1000	180.719899	244.790698	1000	181.500798	241.764706	1000	162.751246	256.263158	1000	172.134562	258.971429	1000	192.109690	280.263158	1000	180.796938	224.729730	1000	161.805022	235.516129
2000	203.482497	310.250000	2000	212.681418	273.076923	2000	190.871349	294.000000	2000	165.269290	251.916667	2000	210.908599	263.195122	2000	206.510685	272.674419	2000	341.629280	288.277778	2000	188.847000	296.166667	2000	194.990903	262.440678	2000	287.178113	266.340000	2000	187.821753	257.979592	2000	189.861075	248.833333	2000	263.859858	534.960784	2000	217.132081	254.973684	2000	246.079517	253.959184	2000	191.429440	248.350000	2000	207.004549	456.098592	2000	204.043260	255.396552	2000	182.001522	251.933333	2000	201.521207	239.575000
3000	206.147089	299.317073	3000	234.738661	284.176471	3000	209.029350	280.049180	3000	192.679204	262.638298	3000	222.070097	277.866667	3000	205.709676	270.607843	3000	184.349589	314.804348	3000	169.272331	280.121951	3000	186.079412	322.366667	3000	202.427104	270.500000	3000	313.117749	269.648649	3000	293.279342	258.160000	3000	512.865031	266.033333	3000	203.275245	613.641509	3000	201.550950	273.978723	3000	186.389268	272.961538	3000	170.136442	249.307692	3000	290.311917	280.872340	3000	213.906198	269.631579	3000	183.643142	272.829268
4000	187.190788	284.725490	4000	239.681528	326.214286	4000	212.192488	275.640000	4000	195.319510	290.462963	4000	265.539780	284.854167	4000	181.496234	269.028169	4000	211.574565	290.297297	4000	206.885308	255.454545	4000	224.635918	961.555556	4000	276.862766	408.697674	4000	189.765606	291.269231	4000	291.564158	288.629630	4000	264.344418	525.067797	4000	211.325978	272.210526	4000	222.369919	251.215686	4000	237.641103	306.102041	4000	223.071205	250.380952	4000	197.551506	289.179487	4000	196.539771	307.102564	4000	235.171819	245.769231
5000	318.771007	331.666667	5000	254.396525	324.557692	5000	239.988573	354.891892	5000	189.703935	281.636364	5000	230.890948	296.090909	5000	185.712262	273.888889	5000	196.398905	293.227273	5000	245.960992	540.887097	5000	219.948089	287.982143	5000	225.904817	320.239130	5000	237.401619	255.760870	5000	191.505384	298.819672	5000	206.852946	263.205128	5000	211.485292	253.967742	5000	520.545802	284.275862	5000	225.964918	292.773585	5000	200.440119	341.659574	5000	224.188261	281.527273	5000	217.386808	290.808511	5000	197.429184	297.400000
6000	211.472296	318.627451	6000	260.844027	333.739130	6000	224.292560	317.343750	6000	249.117213	487.969231	6000	206.908964	321.897436	6000	241.764915	234.911765	6000	203.511123	294.395349	6000	228.070707	322.125000	6000	202.609561	292.910714	6000	429.855522	354.750000	6000	241.185258	295.187500	6000	234.477474	310.125000	6000	243.577013	407.226415	6000	199.407661	301.864865	6000	227.849410	254.261538	6000	207.808818	360.340426	6000	421.973711	331.642857	6000	185.509202	277.477273	6000	344.095123	304.081081	6000	195.025697	284.520000
7000	202.216940	304.787879	7000	195.510936	265.585366	7000	271.877302	316.068182	7000	215.602566	262.900000	7000	209.800450	341.238095	7000	192.787224	314.523810	7000	203.487653	311.641791	7000	187.297909	256.589744	7000	212.993630	250.322581	7000	190.129572	279.808219	7000	289.553260	294.928571	7000	270.167609	271.326087	7000	214.476497	305.100000	7000	197.074366	307.479167	7000	334.718149	303.500000	7000	194.449655	308.714286	7000	195.960955	291.893617	7000	206.006757	325.942308	7000	217.414251	337.136364	7000	234.861315	259.473684
8000	213.600049	300.600000	8000	266.347125	311.662162	8000	214.875641	301.813333	8000	205.530258	312.933333	8000	226.796349	351.579710	8000	196.824119	274.952381	8000	236.907825	339.013699	8000	210.764380	285.981818	8000	280.765300	859.781250	8000	199.120589	298.196429	8000	288.556494	316.954545	8000	207.011553	304.073171	8000	209.801395	302.685714	8000	210.947130	294.820000	8000	309.427366	333.805970	8000	230.544600	285.185185	8000	251.048718	259.319149	8000	236.858256	326.436620	8000	193.191733	314.910448	8000	197.010835	287.574074
9000	211.188671	348.695652	9000	223.125641	321.936170	9000	207.677706	377.173077	9000	256.155643	300.170213	9000	289.047475	397.636364	9000	190.452638	309.096154	9000	195.674836	337.266667	9000	189.583015	270.789474	9000	199.865505	274.257143	9000	204.212290	295.347826	9000	196.882915	320.844444	9000	210.283016	493.981818	9000	309.348431	309.426667	9000	217.642340	286.317073	9000	204.239717	278.000000	9000	213.275678	374.250000	9000	214.779648	270.596491	9000	205.015009	308.733333	9000	279.258700	309.130435	9000	224.386167	338.558824
10000	223.196597	346.388889	10000	202.541158	286.489362	10000	206.553776	276.562500	10000	200.169950	298.611111	10000	216.465626	308.204545	10000	218.657584	349.877551	10000	248.249411	314.947368	10000	207.014738	328.880000	10000	185.962278	239.104167	10000	204.526990	288.430556	10000	221.989166	333.517857	10000	167.303697	283.897436	10000	196.376742	274.954545	10000	391.323721	318.142857	10000	229.488076	277.851064	10000	211.310704	313.333333	10000	285.828810	719.959184	10000	182.230815	329.000000	10000	269.149187	294.372340	10000	421.702661	314.321429
